DEBKGID;NNID;NAME;RS;OBA;KFZ;GEOLA;GEOBR;GKRE;GKHO;UTMRE;UTMHO
DEBKGDL20000E09W;DEBKGGND00001GXG;Ahrweiler;07131;AX_KreisRegion (Landkreis);AW;070241;502803;3361262.387718042;5594242.904947102;361242.67351459956;5592445.943886978
DEBKGDL20000DXC9;DEBKGGND00001I1R;Aichach-Friedberg;09771;AX_KreisRegion (Landkreis);AIC  FDB;110310;482539;3651986.0465467926;5367546.0959312;651849.6935602885;5365838.105469814
DEBKGDL20000E15K;DEBKGGND00001EL9;Alb-Donau-Kreis;08425;AX_KreisRegion (Landkreis);UL;094033;482052;3550163.619539565;5356890.314130571;550068.1785403717;5355186.990382587
DEBKGDL20000E3TM;DEBKGGND00001BZF;Altenburger Land;16077;AX_KreisRegion (Landkreis);ABG  SLN;122357;505723;3738878.2448340463;5652298.8263979005;738708.602247474;5650475.716781135
DEBKGDL20000E5OP;DEBKGGND00003ETK;Altenkirchen (Westerwald);07132;AX_KreisRegion (Landkreis);AK;075316;504743;3421659.620679839;5629463.745006214;421616.25201288454;5627652.534789168
DEBKGDL20000E3D8;DEBKGGND00001GQO;Altmarkkreis Salzwedel;15081;AX_KreisRegion (Landkreis);SAW  GA  KLZ;111338;524047;3650699.2121769874;5840880.281393231;650567.2370498853;5838982.084604218
DEBKGDL20000E5SN;DEBKGGND00001JV6;Altötting;09171;AX_KreisRegion (Landkreis);AÖ  LF;124219;481235;3775436.8732270086;5347951.08516202;775250.4495221707;5346250.755055457
DEBKGDL20000DZXV;DEBKGGND00001H40;Alzey-Worms;07331;AX_KreisRegion (Landkreis);AZ;080926;494534;3439354.580223941;5513989.598350712;439303.6681415129;5512223.887801566
DEBKGDL20000E0H3;DEBKGGND00001HFW;Amberg;09361;AX_KreisRegion (Kreisfreie Stadt);AM;115121;492633;3707174.6628169357;5482318.067997169;707016.5243888836;5480563.832417918
DEBKGDL20000E1GZ;DEBKGGND0000194R;Amberg-Sulzbach;09371;AX_KreisRegion (Landkreis);AS  BUL  ESB  NAB  SUL;114835;492130;3704185.956805759;5472826.968655532;704028.9813070623;5471076.569997665
DEBKGDL20000E1YA;DEBKGGND00001E2X;Ammerland;03451;AX_KreisRegion (Landkreis);WST;080048;531307;3434159.3398595704;5898948.82116666;434114.4756466771;5897030.605117538
DEBKGDL20000E6XU;DEBKGGND00001C7V;Anhalt-Bitterfeld;15082;AX_KreisRegion (Landkreis);ABI  AZE  BTF  KÖT  ZE;121233;513853;3722173.4829137693;5728616.032350978;722011.2322725165;5726762.437706543
DEBKGDL20000E6ZL;DEBKGGND00001CIS;Ansbach;09571;AX_KreisRegion (Landkreis);AN  DKB  FEU  ROT;101803;491337;3594819.570546988;5455253.081778281;594706.4051854769;5453510.212118386
DEBKGDL20000E692;DEBKGGND00001A80;Ansbach;09561;AX_KreisRegion (Kreisfreie Stadt);AN;103419;491809;3614395.65546252;5464029.479987939;614274.692244733;5462283.00743894
DEBKGDL20000E2X8;DEBKGGND00001C40;Aschaffenburg;09671;AX_KreisRegion (Landkreis);AB  ALZ;091349;500240;3516573.173026126;5545385.573732792;516491.7469696751;5543606.958247255
DEBKGDL20000E2XA;DEBKGGND00001GEL;Aschaffenburg;09661;AX_KreisRegion (Kreisfreie Stadt);AB;090852;495825;3510679.6225533043;5537470.880765599;510600.5061801704;5535695.457412752
DEBKGDL20000E0BJ;DEBKGGND00001ID9;Augsburg;09772;AX_KreisRegion (Landkreis);A  SMÜ  WER;104355;482114;3628435.0424126224;5358798.095058319;628308.1096192033;5357093.655574206
DEBKGDL20000DXCC;DEBKGGND00001977;Augsburg;09761;AX_KreisRegion (Kreisfreie Stadt);A;105333;482211;3640294.8877866;5360827.557674348;640163.2358144778;5359122.30186309
DEBKGDL20000E5TF;DEBKGGND00001IW8;Aurich;03452;AX_KreisRegion (Landkreis);AUR  NOR;072241;532920;3392412.6598132807;5929821.999351724;392384.8231791164;5927892.100107933
DEBKGDL20000E0N3;DEBKGGND00001A9O;Bad Dürkheim;07332;AX_KreisRegion (Landkreis);DÜW;080637;492711;3435556.6863774606;5479942.7158409115;435507.12109741766;5478190.523329165
DEBKGDL20000E33L;DEBKGGND00001JDF;Bad Kissingen;09672;AX_KreisRegion (Landkreis);KG  BRK  HAB;095753;501321;3568926.7992371623;5565603.042949251;568824.5159843552;5563815.997541244
DEBKGDL20000E1NB;DEBKGGND00001ER9;Bad Kreuznach;07133;AX_KreisRegion (Landkreis);KH;074112;494929;3405566.3030646383;5521745.870696742;405528.8123532324;5519977.222071251
DEBKGDL20000E1TW;DEBKGGND00001F3F;Bad Tölz-Wolfratshausen;09173;AX_KreisRegion (Landkreis);TÖL  WOR;112859;474338;3686343.5526713287;5290640.508919723;686192.692767266;5288963.612960136
DEBKGDL20000DX2G;DEBKGGND00001BOI;Baden-Baden;08211;AX_KreisRegion (Stadtkreis);BAD;081424;484542;3444196.81769222;5402976.4308404;444143.688427288;5401254.697498057
DEBKGDL20000E5AI;DEBKGGND00001983;Bamberg;09461;AX_KreisRegion (Kreisfreie Stadt);BA;105312;495336;3635644.1042776858;5530257.115898094;635515.084537774;5528483.976991234
DEBKGDL20000E64V;DEBKGGND00001IZX;Bamberg;09471;AX_KreisRegion (Landkreis);BA;110256;495439;3647234.6146778516;5532511.669537698;647100.9397795578;5530737.551760924
DEBKGDL20000E0B1;DEBKGGND00001B0T;Barnim;12060;AX_KreisRegion (Landkreis);BAR  BER  EW;134212;524923;3817039.3066719873;5864867.954726414;816840.7278069792;5862958.307224348
DEBKGDL20000HFQL;DEBKGGND00001DP8;Bautzen;14625;AX_KreisRegion (Landkreis);BZ  BIW  HY  KM;141352;511608;3865043.5479822992;5694563.509476819;864823.560283985;5692721.987105311
DEBKGDL20000E19E;DEBKGGND00001AOU;Bayreuth;09472;AX_KreisRegion (Landkreis);BT  EBS  ESB  KEM  MÜB  PEG;114327;495815;3695488.8506007423;5540728.15505659;695335.8053883993;5538950.398489333
DEBKGDL20000E338;DEBKGGND00001AI5;Bayreuth;09462;AX_KreisRegion (Kreisfreie Stadt);BT;113417;495644;3684627.1358206817;5537525.317440014;684478.4304249119;5535748.933144989
DEBKGDL20000E5ZA;DEBKGGND00001IWX;Berchtesgadener Land;09172;AX_KreisRegion (Landkreis);BGL  BGD  LF  REI;125944;473544;3800539.520752481;5280747.057933822;800342.7483815846;5279073.6469339365
DEBKGDL20000E6ZT;DEBKGGND00001A97;Bergstraße;06431;AX_KreisRegion (Landkreis);HP;083752;494022;3473452.344476269;5504064.453122722;473387.73929771176;5502302.546162257
DEBKGDL20000E0P4;DEBKGGND00001JUP;Berlin;11000;AX_KreisRegion (Kreisfreie Stadt);B;132420;523104;3799056.8998373123;5829638.3444120595;798865.1121411794;5827743.15711537
DEBKGDL20000E6GQ;DEBKGGND00001CQ4;Bernkastel-Wittlich;07231;AX_KreisRegion (Landkreis);WIL  BKS;065803;495528;3354127.26454493;5533990.431160261;354110.0921067381;5532217.139914079
DEBKGDL20000E1E7;DEBKGGND00001G3B;Biberach;08426;AX_KreisRegion (Landkreis);BC;094211;480437;3552464.3940124223;5326772.9202596415;552368.073882668;5325081.686749508
DEBKGDL20000E4DX;DEBKGGND0000191E;Bielefeld;05711;AX_KreisRegion (Kreisfreie Stadt);BI;083156;520114;3467954.878790505;5765295.850062956;467894.5992984329;5763430.2882543085
DEBKGDL20000E0FC;DEBKGGND00001JXP;Birkenfeld;07134;AX_KreisRegion (Landkreis);BIR;071639;494245;3375854.4450387238;5509847.769517335;375828.62980083574;5508083.94455253
DEBKGDL20000E45Q;DEBKGGND00001DGY;Bochum;05911;AX_KreisRegion (Kreisfreie Stadt);BO  WAT;071302;512858;3376231.832808921;5706853.564872236;376206.98526457435;5705012.20989216
DEBKGDL20000E738;DEBKGGND00001GK7;Bodenseekreis;08435;AX_KreisRegion (Landkreis);FN;092404;474401;3530163.5447319513;5288431.677797159;530076.2666291274;5286755.791816836
DEBKGDL20000E68K;DEBKGGND00001FSL;Bonn;05314;AX_KreisRegion (Kreisfreie Stadt);BN;070557;504403;3365886.434176851;5623804.1474059345;365865.09667554556;5621995.521087648
DEBKGDL20000E5UN;DEBKGGND00001BEU;Borken;05554;AX_KreisRegion (Kreis);BOR  AH  BOH;065021;515105;3351182.3460339573;5748573.927759065;351167.795707586;5746716.455226758
DEBKGDL20000E3DX;DEBKGGND00001GRJ;Bottrop;05512;AX_KreisRegion (Kreisfreie Stadt);BOT;065548;513125;3356409.9273646497;5711938.761939995;356392.94152057427;5710095.577303465
DEBKGDL20000E2GG;DEBKGGND00001FN4;Brandenburg an der Havel;12051;AX_KreisRegion (Kreisfreie Stadt);BRB;123348;522431;3742522.525509651;5814354.546962512;742353.2117961519;5812466.096870937
DEBKGDL20000E3JY;DEBKGGND00001AEV;Braunschweig;03101;AX_KreisRegion (Kreisfreie Stadt);BS;103114;521545;3603884.05784851;5793201.454579794;603770.1867385193;5791322.775573668
DEBKGDL20000E07H;DEBKGGND00001EPO;Breisgau-Hochschwarzwald;08315;AX_KreisRegion (Landkreis);FR;074508;475302;3406756.053822777;5305837.653361075;406717.79310141824;5304154.478387038
DEBKGDL20000E0SG;DEBKGGND00001A5Z;Bremen;04011;AX_KreisRegion (Kreisfreie Stadt);HB;084834;530432;3487293.19640169;5882610.599630834;487226.97199535277;5880698.115174018
DEBKGDL20000001Q;DEBKGGND00001H1I;Bremerhaven;04012;AX_KreisRegion (Kreisfreie Stadt);HB;083441;533235;3472100.0493476745;5934696.888310837;472040.6130080173;5932763.932398092
DEBKGDL20000E24A;DEBKGGND00001DNG;Burgenlandkreis;15084;AX_KreisRegion (Landkreis);BLK  HHM  NEB  NMB  WSF  ZZ;115302;510850;3701856.560523076;5671991.343994594;701701.8777154301;5670160.81237908
DEBKGDL20000E096;DEBKGGND00001G00;Böblingen;08115;AX_KreisRegion (Landkreis);BB  LEO;085634;484041;3495856.187709034;5393393.8547771;495782.5082296974;5391675.940663721
DEBKGDL20000E5MU;DEBKGGND00001DKY;Börde;15083;AX_KreisRegion (Landkreis);BK  BÖ  HDL  OC  OK  WMS  WZL;112052;521314;3660500.9794001076;5790032.438423104;660364.4487092303;5788154.768733437
DEBKGDL20000E6O9;DEBKGGND00001I55;Büsingen am Hochrhein;083355002015;AX_Gemeinde;BÜS;084125;474150;3476834.065781409;5284357.50998708;476767.98388341645;5282683.023411002
DEBKGDL20000E449;DEBKGGND00001BQL;Calw;08235;AX_KreisRegion (Landkreis);CW;083809;484044;3473256.109897769;5393543.459088992;473191.43326760636;5391825.49450038
DEBKGDL20000DXIJ;DEBKGGND00001IZY;Celle;03351;AX_KreisRegion (Landkreis);CE;100613;524248;3574654.6105134427;5842839.551569725;574553.1277445161;5840941.575221173
DEBKGDL20000E5ZR;DEBKGGND00001CJF;Cham;09372;AX_KreisRegion (Landkreis);CHA  KÖZ  ROD  WÜM;124144;491413;3769178.655112594;5462129.869789568;768995.1848881916;5460383.496904189
DEBKGDL20000HFPT;DEBKGGND00001G3X;Chemnitz;14511;AX_KreisRegion (Kreisfreie Stadt);C;125518;505001;3776301.9515367015;5640470.055776876;776116.8470179872;5638651.486264132
DEBKGDL20000E368;DEBKGGND00001IQ1;Cloppenburg;03453;AX_KreisRegion (Landkreis);CLP;075624;525353;3428738.346753125;5863351.258431851;428695.12168243027;5861447.28430044
DEBKGDL20000E1GL;DEBKGGND00001DBS;Coburg;09473;AX_KreisRegion (Landkreis);CO  NEC;105002;501134;3631033.978554638;5563474.708249284;630906.9687409145;5561688.18975679
DEBKGDL20000E24O;DEBKGGND00001DDN;Coburg;09463;AX_KreisRegion (Kreisfreie Stadt);CO;105737;501534;3639849.611421814;5571099.285051705;639719.1336312686;5569309.645096518
DEBKGDL20000E6ZK;DEBKGGND00001H30;Cochem-Zell;07135;AX_KreisRegion (Landkreis);COC  ZEL;071028;500758;3369552.2315539806;5556773.999921042;369529.1044645749;5554991.698115901
DEBKGDL20000E0XU;DEBKGGND000019E4;Coesfeld;05558;AX_KreisRegion (Kreis);COE  LH;072159;515200;3387548.882377773;5749338.842719156;387520.0591760508;5747480.734391571
DEBKGDL20000E18R;DEBKGGND000019A3;Cottbus;12052;AX_KreisRegion (Kreisfreie Stadt);CB;142006;514534;3868315.393282394;5749613.915740267;868094.8324526488;5747749.903696668
DEBKGDL20000E0P8;DEBKGGND00001DV7;Cuxhaven;03352;AX_KreisRegion (Landkreis);CUX;084843;533659;3487630.0824820283;5942789.876586216;487564.5860844997;5940853.484440788
DEBKGDL20000E0SP;DEBKGGND00001JOK;Dachau;09174;AX_KreisRegion (Landkreis);DAH;112126;482004;3674832.7660026983;5357871.64829743;674687.0682581803;5356167.546168184
DEBKGDL20000E6HD;DEBKGGND00001EY0;Dahme-Spreewald;12061;AX_KreisRegion (Landkreis);LDS  KW  LC  LN;135523;520043;3837984.784651524;5775692.684534547;837776.7055960319;5773818.62148638
DEBKGDL20000DZD5;DEBKGGND00001AKD;Darmstadt;06411;AX_KreisRegion (Kreisfreie Stadt);DA;083924;495224;3475390.1177186063;5526361.1937395865;475324.88916250336;5524590.416772599
DEBKGDL20000E35U;DEBKGGND00001J5F;Darmstadt-Dieburg;06432;AX_KreisRegion (Landkreis);DA  DI;085502;495309;3494125.077188944;5527705.833894501;494052.4222275415;5525934.390524837
DEBKGDL20000E05N;DEBKGGND000019TV;Deggendorf;09271;AX_KreisRegion (Landkreis);DEG;130003;484643;3794081.955247021;5412296.553519624;793888.2742486008;5410570.167969552
DEBKGDL20000E023;DEBKGGND00001BC3;Delmenhorst;03401;AX_KreisRegion (Kreisfreie Stadt);DEL;083748;530260;3475266.5675617857;5879794.77428323;475205.07775136176;5877883.585268336
DEBKGDL20000E19O;DEBKGGND00001EUR;Dessau-Roßlau;15001;AX_KreisRegion (Kreisfreie Stadt);DE  RSL;121431;514951;3723529.0379785034;5749058.004578924;723366.4845853919;5747196.135432129
DEBKGDL20000E3FV;DEBKGGND00001B54;Diepholz;03251;AX_KreisRegion (Landkreis);DH  SY;084204;524342;3479883.721247413;5843977.161609144;479819.8649904395;5842080.15045329
DEBKGDL20000E661;DEBKGGND00003ETP;Dillingen a.d. Donau;09773;AX_KreisRegion (Landkreis);DLG  WER;103140;483547;3612765.0261468003;5385432.410741791;612644.4236205599;5383717.438604628
DEBKGDL20000E1CD;DEBKGGND00001EZV;Dingolfing-Landau;09279;AX_KreisRegion (Landkreis);DGF  LAN;123638;483828;3766131.71694062;5395579.123089857;765949.1601963965;5393859.613677785
DEBKGDL20000E14G;DEBKGGND00001GLR;Dithmarschen;01051;AX_KreisRegion (Kreis);HEI  MED;090630;540803;3507142.0878720577;6000406.697123138;507070.0374430911;5998447.047460367
DEBKGDL20000E6JJ;DEBKGGND00001B5M;Donau-Ries;09779;AX_KreisRegion (Landkreis);DON  NÖ;104246;484825;3625879.8790207626;5409121.036625312;625754.0961164495;5407396.460466522
DEBKGDL20000DZR4;DEBKGGND000019OD;Donnersbergkreis;07333;AX_KreisRegion (Landkreis);KIB  ROK;075454;493755;3421698.532813175;5500036.057879181;421654.59400758275;5498275.9290021695
DEBKGDL20000E44H;DEBKGGND00001EGV;Dortmund;05913;AX_KreisRegion (Kreisfreie Stadt);DO;072751;513051;3393461.037143491;5709966.069688984;393429.41435402876;5708123.336413834
DEBKGDL20000HFPU;DEBKGGND00001A8J;Dresden;14612;AX_KreisRegion (Kreisfreie Stadt);DD;134413;510306;3832143.712248633;5668086.384836588;831936.3571254471;5666255.9822192155
DEBKGDL20000DYMR;DEBKGGND00001JVI;Duisburg;05112;AX_KreisRegion (Kreisfreie Stadt);DU;064556;512560;3344690.3889902164;5702214.652850479;344677.93313395476;5700375.393104871
DEBKGDL20000E10L;DEBKGGND00001BJ3;Düren;05358;AX_KreisRegion (Kreis);DN  JÜL  MON  SLE;062645;504904;3320083.426649505;5634475.152850757;320080.1445281209;5632662.652328023
DEBKGDL20000E3B7;DEBKGGND00001JKR;Düsseldorf;05111;AX_KreisRegion (Kreisfreie Stadt);D;064648;511327;3345001.351531293;5678931.245819039;344988.5759802106;5677101.127308338
DEBKGDL20000DYNN;DEBKGGND00001HCF;Ebersberg;09175;AX_KreisRegion (Landkreis);EBE;115448;480434;3717147.422399795;5330559.36685258;716984.3694710186;5328866.170459347
DEBKGDL20000DZFG;DEBKGGND00001AIJ;Eichsfeld;16061;AX_KreisRegion (Landkreis);EIC  HIG  WBS;101512;512301;3587318.321158081;5695067.887231855;587210.0171058519;5693229.116750937
DEBKGDL20000E05M;DEBKGGND00001F9R;Eichstätt;09176;AX_KreisRegion (Landkreis);EI;112213;485353;3673868.738221183;5420569.71225385;673723.7416190525;5418840.343008782
DEBKGDL20000E5QG;DEBKGGND00001G1J;Eifelkreis Bitburg-Prüm;07232;AX_KreisRegion (Landkreis);BIT  PRÜ;062437;500343;3314653.1819546004;5550508.861541602;314651.6238636015;5548729.229099037
DEBKGDL20000DXK8;DEBKGGND00001AQ7;Eisenach;16056;AX_KreisRegion (Kreisfreie Stadt);EA;101921;505838;3592946.1450084867;5649952.214841514;592835.0321917331;5648131.4908578005
DEBKGDL20000E10F;DEBKGGND00001GWI;Elbe-Elster;12062;AX_KreisRegion (Landkreis);EE  FI  LIB;132735;513644;3808929.1667877957;5729183.613214974;808732.2397307616;5727328.5699467985
DEBKGDL20000003X;DEBKGGND00001CLI;Emden;03402;AX_KreisRegion (Kreisfreie Stadt);EMD;071221;532214;3380662.6911739544;5916917.826968029;380639.33757904364;5914993.218911815
DEBKGDL20000E6TH;DEBKGGND00001DVC;Emmendingen;08316;AX_KreisRegion (Landkreis);EM;075351;480855;3418046.6546272007;5335095.682534884;418003.8936550483;5333400.869872812
DEBKGDL20000E22F;DEBKGGND00001GX8;Emsland;03454;AX_KreisRegion (Landkreis);EL;072409;524415;3392177.6631746027;5846167.004463687;392148.72454437474;5844270.386260256
DEBKGDL20000E45O;DEBKGGND00001A3S;Ennepe-Ruhr-Kreis;05954;AX_KreisRegion (Kreis);EN  WIT;071847;512056;3382558.7162437825;5691823.513554705;382531.2683233917;5689987.982645999
DEBKGDL20000E44A;DEBKGGND00001EP5;Enzkreis;08236;AX_KreisRegion (Landkreis);PF;084940;485503;3487458.331773884;5420021.091569047;487388.0122126869;5418292.547199367
DEBKGDL20000DY6S;DEBKGGND00001A6V;Erding;09177;AX_KreisRegion (Landkreis);ED;120002;481801;3722685.660926131;5355742.509235966;722520.5084714633;5354039.085006759
DEBKGDL20000DXLQ;DEBKGGND00001I6J;Erfurt;16051;AX_KreisRegion (Kreisfreie Stadt);EF;110138;505838;3642445.0106612877;5651058.788438674;642314.1552860315;5649237.109195981
DEBKGDL20000DWAX;DEBKGGND000019PB;Erlangen;09562;AX_KreisRegion (Kreisfreie Stadt);ER;110018;493542;3645022.430213206;5497308.032222278;644889.4265755884;5495548.1147365505
DEBKGDL20000E0FD;DEBKGGND00001JRC;Erlangen-Höchstadt;09572;AX_KreisRegion (Landkreis);ERH  HÖS;105627;494012;3640170.5233152756;5505510.819296856;640039.5213972903;5503747.624441341
DEBKGDL20000HFPZ;DEBKGGND000019OO;Erzgebirgskreis;14521;AX_KreisRegion (Landkreis);ERZ  ANA  ASZ  AU  MAB  MEK  STL  SZB  ZP;125641;503632;3779260.9118497157;5615575.867839636;779074.3291460573;5613767.336485645
DEBKGDL20000E4ZN;DEBKGGND00001CYW;Essen;05113;AX_KreisRegion (Kreisfreie Stadt);E;070045;512721;3361940.0629490223;5704231.901707365;361920.8342166996;5702391.693385391
DEBKGDL20000E5HV;DEBKGGND00001AH5;Esslingen;08116;AX_KreisRegion (Landkreis);ES  NT;092209;483853;3527286.8376931497;5390112.236159958;527200.5922696235;5388395.615856124
DEBKGDL20000E4EB;DEBKGGND00001A5R;Euskirchen;05366;AX_KreisRegion (Kreis);EU  SLE;063838;503211;3333047.101090609;5602717.673364537;333038.51477697486;5600917.513614239
DEBKGDL20000002R;DEBKGGND00001CY8;Flensburg;01001;AX_KreisRegion (Kreisfreie Stadt);FL;092615;544657;3528216.7957054456;6072667.430733515;528137.9545382981;6070678.667689761
DEBKGDL20000DZV7;DEBKGGND00001EOG;Forchheim;09474;AX_KreisRegion (Landkreis);FO  EBS  PEG;111023;494315;3656772.494308924;5511639.27283101;656634.8584514813;5509873.505530183
DEBKGDL20000E3CK;DEBKGGND00001JZ9;Frankenthal (Pfalz);07311;AX_KreisRegion (Kreisfreie Stadt);FT;082115;493208;3453335.7686044057;5488949.901289202;453279.16076966916;5487194.076793024
